pretraitement,classification,classifieur,kfold,size,testsize,seed,accuracy,matrice,recall,precision,fmesure
FTFTF,Vrai_Faux,KNN,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6745890527029316,"[[ 84.          56.33333333]
 [ 35.         105.33333333]]","{'true': 0.752090127425633, 'false': 0.5997783192879141}","{'true': 0.6528429387655881, 'false': 0.7104231074070322}","{'true': 0.6971159663083437, 'false': 0.6476164215686274}"
FTFTT,Vrai_Faux,KNN,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6663107947805457,"[[ 82.33333333  58.        ]
 [ 35.66666667 104.66666667]]","{'true': 0.745185710425817, 'false': 0.587633262260128}","{'true': 0.6435532265267389, 'false': 0.6977621649752798}","{'true': 0.6903676263708904, 'false': 0.6376247578718087}"
FTTFF,Vrai_Faux,KNN,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6519827147941027,"[[ 80.66666667  59.66666667]
 [ 38.         102.33333333]]","{'true': 0.728499975590811, 'false': 0.570570616306224}","{'true': 0.6438347438347438, 'false': 0.7053808260704812}","{'true': 0.6670104050538833, 'false': 0.603115315531624}"
FTTFT,Vrai_Faux,KNN,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6127986781901372,"[[ 67.          73.33333333]
 [ 35.33333333 105.        ]]","{'true': 0.7495943482819073, 'false': 0.4774579483534707}","{'true': 0.5888544434681083, 'false': 0.6571472258628223}","{'true': 0.6589337147559614, 'false': 0.5521702919851068}"
FTTTF,Vrai_Faux,KNN,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6638790035587189,"[[ 80.          60.33333333]
 [ 34.         106.33333333]]","{'true': 0.7593867831734169, 'false': 0.5704606220597692}","{'true': 0.6384506297826028, 'false': 0.7056351647073363}","{'true': 0.6924594229373006, 'false': 0.6289779724960448}"
FTTTT,Vrai_Faux,KNN,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6496568378240976,"[[ 76.          64.33333333]
 [ 34.         106.33333333]]","{'true': 0.7582410013470972, 'false': 0.5426963820354013}","{'true': 0.6243499411324634, 'false': 0.6921328895309945}","{'true': 0.6837338444542055, 'false': 0.6066256855198842}"
TFFFF,Vrai_Faux,KNN,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.628000844373172,"[[ 89.33333333 132.        ]
 [ 32.66666667 188.66666667]]","{'true': 0.855117267091516, 'false': 0.403923349614064}","{'true': 0.5892520169516703, 'false': 0.7353825021725114}","{'true': 0.6961558866499024, 'false': 0.5187325693251658}"
TFFFT,Vrai_Faux,KNN,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6287686111082739,"[[ 95.33333333 126.        ]
 [ 38.33333333 183.        ]]","{'true': 0.8266098136484402, 'false': 0.4305246518867723}","{'true': 0.592146816688447, 'false': 0.7148609495915349}","{'true': 0.6890254493574672, 'false': 0.5351701539201539}"
TFFTF,Vrai_Faux,KNN,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6814738397529526,"[[138.          83.33333333]
 [ 57.66666667 163.66666667]]","{'true': 0.7411133096755415, 'false': 0.6233923358901418}","{'true': 0.6625526496228819, 'false': 0.7051015666780639}","{'true': 0.6988399812555847, 'false': 0.6610528620429611}"
TFFTT,Vrai_Faux,KNN,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.684478514447974,"[[133.66666667  87.66666667]
 [ 52.         169.33333333]]","{'true': 0.7669863255485575, 'false': 0.6050183285921394}","{'true': 0.6606921404118588, 'false': 0.7212170886204036}","{'true': 0.7078387325912078, 'false': 0.6555504686987997}"
TFTFF,Vrai_Faux,KNN,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6302530736204882,"[[ 90.66666667 130.66666667]
 [ 33.         188.33333333]]","{'true': 0.8527548321968923, 'false': 0.40836261171525345}","{'true': 0.5908666392297272, 'false': 0.7309070910973086}","{'true': 0.6970812701185155, 'false': 0.5222575571768063}"
TFTFT,Vrai_Faux,KNN,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6460697493096909,"[[121.         100.33333333]
 [ 56.33333333 165.        ]]","{'true': 0.7449721308734184, 'false': 0.544999178069215}","{'true': 0.6210210648465835, 'false': 0.6799256484099909}","{'true': 0.6772418613689815, 'false': 0.6049909949745648}"
TFTTF,Vrai_Faux,KNN,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6784674626926653,"[[136.33333333  85.        ]
 [ 57.33333333 164.        ]]","{'true': 0.7412143197765516, 'false': 0.6152778822605047}","{'true': 0.6579579415275639, 'false': 0.7031326342691773}","{'true': 0.6966986591847695, 'false': 0.6559383299721184}"
TFTTT,Vrai_Faux,KNN,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6739238497969078,"[[134.33333333  87.        ]
 [ 57.33333333 164.        ]]","{'true': 0.7445190408065944, 'false': 0.6078219948678085}","{'true': 0.6578469296383128, 'false': 0.7041293899607264}","{'true': 0.6944261410681983, 'false': 0.6474655993901277}"
TTFFF,Vrai_Faux,KNN,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6558753732435846,"[[108.66666667 112.66666667]
 [ 39.66666667 181.66666667]]","{'true': 0.8230489753451127, 'false': 0.48835198698284527}","{'true': 0.6170107827838841, 'false': 0.7384798657459797}","{'true': 0.7038058253703073, 'false': 0.5841034857929442}"
TTFFT,Vrai_Faux,KNN,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6686635411240377,"[[128.          93.33333333]
 [ 53.33333333 168.        ]]","{'true': 0.7633511695743455, 'false': 0.5800118506630706}","{'true': 0.6456812320656714, 'false': 0.7123871144443661}","{'true': 0.6958953893502534, 'false': 0.6344848390284495}"
TTFTF,Vrai_Faux,KNN,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6498404883745476,"[[132.66666667  88.66666667]
 [ 66.33333333 155.        ]]","{'true': 0.7030852981067574, 'false': 0.6006424062418446}","{'true': 0.6374307368994189, 'false': 0.6687637344427958}","{'true': 0.6666901671085772, 'false': 0.6307852516790741}"
TTFTT,Vrai_Faux,KNN,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6513538910962892,"[[129.66666667  91.66666667]
 [ 62.66666667 158.66666667]]","{'true': 0.7174050436925973, 'false': 0.5847375347463113}","{'true': 0.6340728715728715, 'false': 0.6748483516718896}","{'true': 0.6717489525118245, 'false': 0.6245733164170755}"
TTTFF,Vrai_Faux,KNN,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6295176518254463,"[[117.33333333 104.        ]
 [ 60.         161.33333333]]","{'true': 0.7308993986461797, 'false': 0.5302685066771428}","{'true': 0.6111961738970034, 'false': 0.6706267928051273}","{'true': 0.6604260542003956, 'false': 0.5833782222017915}"
TTTFT,Vrai_Faux,KNN,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6656690806206143,"[[131.          90.33333333]
 [ 57.66666667 163.66666667]]","{'true': 0.7416597303507174, 'false': 0.5946459335787052}","{'true': 0.6467822366821311, 'false': 0.6975355202772103}","{'true': 0.6882788910566359, 'false': 0.6387589982569318}"
TTTTF,Vrai_Faux,KNN,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6573717523126632,"[[131.33333333  90.        ]
 [ 61.66666667 159.66666667]]","{'true': 0.7232625457518161, 'false': 0.5932755845692478}","{'true': 0.6402877437685651, 'false': 0.6811697613259384}","{'true': 0.6777567618142823, 'false': 0.6325240364684158}"
TTTTT,Vrai_Faux,KNN,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6438073058707768,"[[125.          96.33333333]
 [ 61.33333333 160.        ]]","{'true': 0.72487966730456, 'false': 0.5638237148856773}","{'true': 0.6247786906680219, 'false': 0.6700731915401755}","{'true': 0.6700689982583602, 'false': 0.6112512502688602}"
FFFFF,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6318166412472462,"[[92.         48.33333333]
 [55.         85.33333333]]","{'true': 0.6086544833396411, 'false': 0.65530679933665}","{'true': 0.6383870123068865, 'false': 0.6258073141634785}","{'true': 0.6229652052563045, 'false': 0.6400132275132275}"
FFFFT,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6318759532282664,"[[90.66666667 49.66666667]
 [53.66666667 86.66666667]]","{'true': 0.6164366644384219, 'false': 0.645755914306021}","{'true': 0.6363984217141584, 'false': 0.62691826847945}","{'true': 0.6258866880485937, 'false': 0.6358771634013946}"
FFFTF,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6448737502118286,"[[92.         48.33333333]
 [51.33333333 89.        ]]","{'true': 0.6342461886622459, 'false': 0.6559667648153789}","{'true': 0.6472339858422514, 'false': 0.6437619437619437}","{'true': 0.6398617170815343, 'false': 0.6489960868568004}"
FFFTT,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6318208778173191,"[[93.         47.33333333]
 [56.         84.33333333]]","{'true': 0.5998840926041124, 'false': 0.6605628320980134}","{'true': 0.6418418113514063, 'false': 0.6223864480133897}","{'true': 0.6193926048995958, 'false': 0.640406049396908}"
FFTFF,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6271098118962888,"[[88.33333333 52.        ]
 [52.66666667 87.66666667]]","{'true': 0.6241422345186532, 'false': 0.6308034656648729}","{'true': 0.6283427752208931, 'false': 0.6263640490629389}","{'true': 0.6258600643710758, 'false': 0.6282030085884792}"
FFTFT,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6258600237247923,"[[86.         54.33333333]
 [50.66666667 89.66666667]]","{'true': 0.6396384443274737, 'false': 0.6117169255762006}","{'true': 0.622863666014351, 'false': 0.6283876127636052}","{'true': 0.631083697669722, 'false': 0.6198884366048545}"
FFTTF,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6377563124894086,"[[89.         51.33333333]
 [50.33333333 90.        ]]","{'true': 0.6410955037307391, 'false': 0.6338782279080787}","{'true': 0.6368000267292896, 'false': 0.6399466519499631}","{'true': 0.6379127861551543, 'false': 0.6357305152892002}"
FFTTT,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6365361803084223,"[[93.66666667 46.66666667]
 [55.33333333 85.        ]]","{'true': 0.6060008903312061, 'false': 0.666565133516093}","{'true': 0.6463323355483576, 'false': 0.6274815257186305}","{'true': 0.6253665517907687, 'false': 0.646301512531868}"
FTFFF,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6199457719030673,"[[90.66666667 49.66666667]
 [57.         83.33333333]]","{'true': 0.5945044040460284, 'false': 0.6468964700307983}","{'true': 0.6273445287938042, 'false': 0.6146889640040324}","{'true': 0.6096902529127594, 'false': 0.629649947753396}"
FTFFT,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6341764107778343,"[[91.33333333 49.        ]
 [53.66666667 86.66666667]]","{'true': 0.6178637561246522, 'false': 0.6506785798896674}","{'true': 0.6389908016807333, 'false': 0.6295832246571162}","{'true': 0.6280670862531875, 'false': 0.6397744528075107}"
FTFTF,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.596212506354855,"[[84.66666667 55.66666667]
 [57.66666667 82.66666667]]","{'true': 0.5897378453114782, 'false': 0.6053135682133549}","{'true': 0.6010772173562872, 'false': 0.5949231452754039}","{'true': 0.593568478550493, 'false': 0.5982701966209999}"
FTFTT,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6294314522962211,"[[90.33333333 50.        ]
 [54.         86.33333333]]","{'true': 0.6158701779164026, 'false': 0.6425153145835448}","{'true': 0.6340695869019093, 'false': 0.6246161131577302}","{'true': 0.624709997501517, 'false': 0.6333079667884973}"
FTTFF,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6567954583968819,"[[91.33333333 49.        ]
 [47.33333333 93.        ]]","{'true': 0.6626273084204936, 'false': 0.6513977730395641}","{'true': 0.6568186593428034, 'false': 0.6581823334907889}","{'true': 0.6587381754048421, 'false': 0.6537083533335795}"
FTTFT,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6068674800881206,"[[86.         54.33333333]
 [56.         84.33333333]]","{'true': 0.6013111842903428, 'false': 0.6127170271093512}","{'true': 0.6080695610159408, 'false': 0.6057442557442557}","{'true': 0.6044470954810514, 'false': 0.6089852572424462}"
FTTTF,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6294483985765125,"[[86.33333333 54.        ]
 [50.         90.33333333]]","{'true': 0.6439617708600687, 'false': 0.6145378549429722}","{'true': 0.6256735041119198, 'false': 0.6328189356911418}","{'true': 0.6346121074137824, 'false': 0.6234784128880294}"
FTTTT,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6318293509574647,"[[86.66666667 53.66666667]
 [49.66666667 90.66666667]]","{'true': 0.6457083570779156, 'false': 0.6173587843097438}","{'true': 0.6277427037961468, 'false': 0.6354065740344134}","{'true': 0.6365607041801581, 'false': 0.6262158789024138}"
TFFFF,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6543687799829082,"[[143.66666667  77.66666667]
 [ 75.33333333 146.        ]]","{'true': 0.661154679845667, 'false': 0.652820244201673}","{'true': 0.6560886664257369, 'false': 0.6582460018092816}","{'true': 0.6556373988001737, 'false': 0.6526256188515429}"
TFFFT,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6724138518056989,"[[152.66666667  68.66666667]
 [ 76.33333333 145.        ]]","{'true': 0.6572351349175384, 'false': 0.6895690946594931}","{'true': 0.6808597129024365, 'false': 0.6661734867681967}","{'true': 0.667112275807928, 'false': 0.6761402862116531}"
TFFTF,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6641607849946717,"[[145.          76.33333333]
 [ 72.33333333 149.        ]]","{'true': 0.6766887142423622, 'false': 0.657868570945629}","{'true': 0.6643919837116242, 'false': 0.6707219157242691}","{'true': 0.6671621439126404, 'false': 0.6608706166650359}"
TFFTT,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6385401877368416,"[[138.33333333  83.        ]
 [ 77.         144.33333333]]","{'true': 0.6530821705714409, 'false': 0.6247565552462867}","{'true': 0.6345169619347087, 'false': 0.6423797513100405}","{'true': 0.6429526347588302, 'false': 0.6327955712075314}"
TFTFF,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.619002141575505,"[[140.33333333  81.        ]
 [ 87.66666667 133.66666667]]","{'true': 0.6056872836271978, 'false': 0.6363456864422284}","{'true': 0.6242722511050101, 'false': 0.617290897219484}","{'true': 0.6128569125347622, 'false': 0.6247991109574417}"
TFTFT,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.655102499412684,"[[146.33333333  75.        ]
 [ 77.66666667 143.66666667]]","{'true': 0.6492395753983736, 'false': 0.662360492341184}","{'true': 0.6564431264026943, 'false': 0.6540264094143404}","{'true': 0.6518946056279845, 'false': 0.6573073590898563}"
TFTTF,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6483321927486049,"[[153.          68.33333333]
 [ 87.33333333 134.        ]]","{'true': 0.6088700617455983, 'false': 0.6942769470240068}","{'true': 0.6663742513417116, 'false': 0.6395945083848584}","{'true': 0.632623732856291, 'false': 0.6626267830376315}"
TFTTT,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6430991219199956,"[[145.          76.33333333]
 [ 81.66666667 139.66666667]]","{'true': 0.6303076441917643, 'false': 0.6559285356722604}","{'true': 0.6468646303393123, 'false': 0.6387240392679198}","{'true': 0.6378523026550957, 'false': 0.6466235275523201}"
TTFFF,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6069340742026973,"[[134.33333333  87.        ]
 [ 87.         134.33333333]]","{'true': 0.6074054152809518, 'false': 0.6064157966738272}","{'true': 0.6063166627820508, 'false': 0.6068987777281207}","{'true': 0.6061558460048134, 'false': 0.6059876480369201}"
TTFFT,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6438260318887061,"[[147.66666667  73.66666667]
 [ 84.         137.33333333]]","{'true': 0.6205417758207458, 'false': 0.6685317529972611}","{'true': 0.6518253906436122, 'false': 0.6375994694960213}","{'true': 0.6344060372075514, 'false': 0.6514561612986084}"
TTFTF,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6679008814847349,"[[144.66666667  76.66666667]
 [ 70.33333333 151.        ]]","{'true': 0.6834583108832035, 'false': 0.6538374880309232}","{'true': 0.6633456672310992, 'false': 0.6725724869871756}","{'true': 0.6724569187636701, 'false': 0.6623465673781301}"
TTFTT,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6302871209258143,"[[139.33333333  82.        ]
 [ 81.66666667 139.66666667]]","{'true': 0.6329537558292923, 'false': 0.6322981649118212}","{'true': 0.6322798991795958, 'false': 0.6331600137191123}","{'true': 0.6298669378760912, 'false': 0.6301188059280415}"
TTTFF,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6348017936120446,"[[142.          79.33333333]
 [ 82.33333333 139.        ]]","{'true': 0.6283906198713066, 'false': 0.6421642134122387}","{'true': 0.6364103954236782, 'false': 0.6329569268142928}","{'true': 0.6316904706323437, 'false': 0.6368831477291471}"
TTTFT,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6543619705218431,"[[150.66666667  70.66666667]
 [ 82.33333333 139.        ]]","{'true': 0.6290368429853409, 'false': 0.681902570089335}","{'true': 0.6636061580209225, 'false': 0.6469131700525282}","{'true': 0.6447173009915974, 'false': 0.6628846605590791}"
TTTTF,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.651369212383686,"[[147.66666667  73.66666667]
 [ 80.66666667 140.66666667]]","{'true': 0.6345871034068459, 'false': 0.6688650761145056}","{'true': 0.6559913721855956, 'false': 0.6465487676250009}","{'true': 0.6444791010753318, 'false': 0.6569141651022036}"
TTTTT,Vrai_Faux,CART,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6588851550344047,"[[144.          77.33333333]
 [ 73.66666667 147.66666667]]","{'true': 0.6700592064111377, 'false': 0.6503645750617841}","{'true': 0.6568742719049662, 'false': 0.6622329571951046}","{'true': 0.6620946020665078, 'false': 0.6550127369284572}"
FFFFF,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7149211997966446,"[[100.33333333  40.        ]
 [ 40.         100.33333333]]","{'true': 0.7164507782664448, 'false': 0.714676616915423}","{'true': 0.7150424787606197, 'false': 0.7157560404246404}","{'true': 0.7151547276490483, 'false': 0.7146259025964049}"
FFFFT,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7280164378918826,"[[103.          37.33333333]
 [ 39.         101.33333333]]","{'true': 0.7231765973397368, 'false': 0.7345771144278608}","{'true': 0.7313419940739138, 'false': 0.7262834334240876}","{'true': 0.7264100854493059, 'false': 0.7295980945278107}"
FFFTF,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7291899678020676,"[[ 95.66666667  44.66666667]
 [ 31.33333333 109.        ]]","{'true': 0.777234492068947, 'false': 0.6812637492808068}","{'true': 0.7093289407530894, 'false': 0.7527493852629824}","{'true': 0.7416125344223735, 'false': 0.715132628062921}"
FFFTT,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7268513811218438,"[[ 97.33333333  43.        ]
 [ 33.66666667 106.66666667]]","{'true': 0.7617851672367784, 'false': 0.6957745287169596}","{'true': 0.716799841923692, 'false': 0.7466386554621849}","{'true': 0.7355418593381827, 'false': 0.7169163305189992}"
FFTFF,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7066259955939671,"[[ 96.          44.33333333]
 [ 38.         102.33333333]]","{'true': 0.7308012062489456, 'false': 0.6853047686736385}","{'true': 0.6995964312444717, 'false': 0.7187051197128667}","{'true': 0.713136297170538, 'false': 0.6996364600559614}"
FFTFT,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7315921030333842,"[[103.33333333  37.        ]
 [ 38.33333333 102.        ]]","{'true': 0.728028225722645, 'false': 0.7374978847260297}","{'true': 0.7353417877268211, 'false': 0.7307844379389792}","{'true': 0.7303007357777677, 'false': 0.7328150315543299}"
FFTTF,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7351296390442298,"[[ 99.          41.33333333]
 [ 33.         107.33333333]]","{'true': 0.7658615017789708, 'false': 0.7050326598301012}","{'true': 0.7221122847921513, 'false': 0.75}","{'true': 0.7430299440662207, 'false': 0.7264920946867087}"
FFTTT,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7363412980850703,"[[ 96.33333333  44.        ]
 [ 30.         110.33333333]]","{'true': 0.7876361899817922, 'false': 0.6872118996852472}","{'true': 0.7157188817403232, 'false': 0.7642935323383084}","{'true': 0.7488945904625806, 'false': 0.7224468077252069}"
FTFFF,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7185138112184376,"[[101.          39.33333333]
 [ 39.66666667 100.66666667]]","{'true': 0.7187723096361194, 'false': 0.7193776017869835}","{'true': 0.7226586459070535, 'false': 0.717829150870991}","{'true': 0.7190269388187218, 'false': 0.7168448729882178}"
FTFFT,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7232545331299781,"[[103.          37.33333333]
 [ 40.33333333 100.        ]]","{'true': 0.7137587589111666, 'false': 0.733910380072427}","{'true': 0.7282964605759003, 'false': 0.7191290260985026}","{'true': 0.7204323034882097, 'false': 0.7259376013331855}"
FTFTF,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7303804439925438,"[[ 98.33333333  42.        ]
 [ 33.66666667 106.66666667]]","{'true': 0.7615038573768679, 'false': 0.7008444173689377}","{'true': 0.7178297892583606, 'false': 0.7463773927572555}","{'true': 0.7381881813023211, 'false': 0.7219649924475489}"
FTFTT,Vrai_Faux,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.7328037620742247,"[[ 94.66666667  45.66666667]
 [ 29.33333333 111.        ]]","{'true': 0.7917468423934926, 'false': 0.6772007310386842}","{'true': 0.7121345608857172, 'false': 0.7651303735772443}","{'true': 0.7476751967141242, 'false': 0.7157509157509158}"
